job_mapped,skills,work_type,keyword,company
.NET Developer,"['azure devops', 'entity framework']",Remote,.NET Developer,PrimeIT España
.NET Developer,"['asp.net core', 'argocd', 'azure devops', 'docker', 'kubernetes', 'postgresql']",Remote,.NET Developer,act digital EMEA - Alter Solutions
.NET Developer,"['bootstrap', 'c#', 'css3', 'entity framework', 'html5', 'javascript', 'sql']",On-site,.NET Developer,Integrated Technology Group (ITG)
.NET Developer,"['asp.net core', 'azure cosmos db', 'azure devops', 'c#', 'sql']",Remote,.NET Developer,Noir
.NET Developer,"['angular', 'azure devops', 'c#', 'docker', 'entity framework', 'query optimization', 'restful apis', 'sql']",Hybrid,.NET Developer,GBL Tech
.NET Developer,"['c#', 'javascript', 'restful apis']",Remote,.NET Developer,Neotalent Conclusion
.NET Developer,"['asp.net core', 'c#', 'git', 'javascript', 'microsoft sql server', 'soap', 'sql']",Remote,.NET Developer,Affinity
.NET Developer,"['asp.net core', 'angular', 'azure devops', 'c#', 'entity framework', 'git', 'javascript', 'sql', 'typescript']",Remote,.NET Developer,EUROPEAN DYNAMICS
.NET Developer,"['c#', 'generative ai', 'restful apis', 'sql']",Hybrid,.NET Developer,Adecco
.NET Developer,"['asp.net core', 'angular', 'c#', 'docker', 'entity framework', 'git', 'graphql', 'javascript', 'kubernetes', 'microservices architecture', 'microsoft azure', 'microsoft sql server', 'mongodb', 'restful apis', 'redis', 'solid principles', 'sql', 'typescript', 'websockets', 'grpc']",Remote,.NET Developer,L'EVATE Inc.
.NET Developer,"['asp.net core', 'azure functions', 'c#', 'sql']",Hybrid,.NET Developer,Digital Waffle
.NET Developer,"['angular', 'c#', 'entity framework', 'git', 'javascript', 'restful apis', 'solid principles', 'sql']",On-site,.NET Developer,PETADATA
.NET Developer,"['c#', 'less']",On-site,.NET Developer,JPS Tech Solutions
.NET Developer,"['asp.net core', 'azure cosmos db', 'c#', 'javascript', 'sql']",Remote,.NET Developer,Noir
.NET Developer,"['apache kafka', 'kubernetes', 'rabbitmq']",Hybrid,.NET Developer,Smart Consulting
.NET Developer,"['angular', 'c#', 'docker', 'microsoft azure', 'typescript']",On-site,.NET Developer,Solas IT Recruitment
.NET Developer,"['asp.net core', 'c#', 'entity framework', 'git', 'sql']",Remote,.NET Developer,PrimeIT España
.NET Developer,"['c#', 'docker', 'entity framework', 'git', 'kubernetes', 'microservices architecture', 'mongodb', 'sql']",Hybrid,.NET Developer,InfoTrack US
QA Automation Engineer,"['amazon web services (aws)', 'appium', 'cypress', 'flutter', 'github', 'github actions', 'playwright', 'postman', 'react native']",Remote,QA Automation Engineer,Empresa Confidencial
QA Automation Engineer,"['azure devops', 'git', 'gitlab', 'java', 'jenkins', 'playwright', 'postman', 'scrum', 'selenium']",On-site,QA Automation Engineer,Bee Engineering
QA Automation Engineer,"['foundation', 'git', 'github', 'github actions', 'gitlab', 'graphql', 'javascript', 'jenkins', 'jira', 'large language models (llms)', 'object-oriented programming (oop)', 'playwright', 'python', 'sql', 'scrum', 'typescript']",Remote,QA Automation Engineer,Faro
QA Automation Engineer,"['confluence', 'jmeter', 'java', 'javascript', 'jira', 'restful apis', 'soap', 'sql', 'scrum', 'selenium']",Remote,QA Automation Engineer,Jobgether
QA Automation Engineer,"['appium', 'cucumber', 'git', 'jmeter', 'java', 'javascript', 'jenkins', 'jira', 'playwright', 'postgresql', 'postman', 'soap', 'sql', 'selenium', 'sonarqube', 'spring boot', 'typescript']",Remote,QA Automation Engineer,Exceltic
QA Automation Engineer,"['angular', 'scrum']",Hybrid,QA Automation Engineer,Wipro Romania
QA Automation Engineer,"['docker', 'git', 'github', 'github actions', 'junit', 'java', 'jira', 'node.js', 'playwright', 'pytest', 'python', 'scrum', 'selenium', 'typescript']",Remote,QA Automation Engineer,LanceSoft Europe
QA Automation Engineer,"['amazon web services (aws)', 'appium', 'cypress', 'flutter', 'github', 'github actions', 'playwright', 'postman', 'react native']",Remote,QA Automation Engineer,Empresa Confidencial
QA Automation Engineer,"['databricks', 'etl/elt pipelines', 'git', 'postman', 'python', 'sql', 'snowflake']",Remote,QA Automation Engineer,Jobgether
QA Automation Engineer,"['cypress', 'github', 'java', 'playwright', 'postgresql', 'postman', 'sql', 'typescript']",Remote,QA Automation Engineer,Rysun Labs
QA Automation Engineer,"['cryptography', 'cucumber', 'git', 'github', 'javascript', 'jest', 'playwright', 'typescript']",Hybrid,QA Automation Engineer,Applied Blockchain
QA Automation Engineer,"['appium', 'circleci', 'cypress', 'git', 'github', 'github actions', 'gitlab', 'jmeter', 'java', 'javascript', 'jenkins', 'playwright', 'postman', 'python', 'selenium', 'testrail', 'typescript']",Remote,QA Automation Engineer,Air Apps
QA Automation Engineer,"['java', 'sql', 'selenium']",Remote,QA Automation Engineer,RED Global
QA Automation Engineer,"['appium', 'bitbucket', 'cypress', 'flutter', 'git', 'jmeter', 'playwright', 'postman', 'puppeteer', 'react native']",Remote,QA Automation Engineer,Kaizen Loyalty
QA Automation Engineer,"['azure devops', 'browserstack', 'devsecops', 'github', 'github actions', 'graphql', 'jmeter', 'java', 'javascript', 'jenkins', 'owasp top 10', 'playwright', 'postman', 'pytest', 'python', 'typescript']",On-site,QA Automation Engineer,TAT IT Technolgies
QA Automation Engineer,"['azure devops', 'cypress', 'foundation', 'jmeter', 'javascript', 'postman']",Remote,QA Automation Engineer,Neotalent Conclusion
QA Automation Engineer,"['cypress', 'docker', 'gitlab', 'gitlab ci/cd', 'jmeter', 'java', 'kotlin', 'kubernetes', 'sql', 'selenium']",Hybrid,QA Automation Engineer,Huxley
QA Automation Engineer,"['appium', 'cucumber', 'git', 'junit', 'java', 'postman', 'selenium']",Remote,QA Automation Engineer,Accenture Colombia
QA Automation Engineer,"['browserstack', 'cypress', 'git', 'github', 'github actions', 'gitlab', 'jmeter', 'jenkins', 'jira', 'playwright', 'postman', 'python', 'react native', 'sauce labs', 'scrum', 'selenium', 'testrail']",Remote,QA Automation Engineer,DaCodes.
QA Automation Engineer,"['bitbucket', 'circleci', 'confluence', 'cucumber', 'docker', 'git', 'html5', 'javascript', 'jira', 'object-oriented programming (oop)', 'ruby', 'ruby on rails', 'selenium', 'tailwind css']",Remote,QA Automation Engineer,Creyos
QA Automation Engineer,"['appium', 'generative ai', 'playwright', 'postman']",Hybrid,QA Automation Engineer,Capcon Consulting
QA Automation Engineer,"['aws ec2', 'docker', 'generative ai', 'java', 'javascript', 'machine learning', 'next.js', 'node.js', 'python', 'sql']",Remote,QA Automation Engineer,Azumo
QA Automation Engineer,"['bash', 'circleci', 'cypress', 'git', 'github', 'github actions', 'gitlab', 'graphql', 'javascript', 'jest', 'playwright', 'python', 'typescript']",Hybrid,QA Automation Engineer,MedMe Health
QA Automation Engineer,"['javascript', 'playwright', 'postman', 'python', 'selenium']",Remote,QA Automation Engineer,ITDS
QA Automation Engineer,"['apache airflow', 'databricks', 'etl/elt pipelines', 'git', 'jmeter', 'postman', 'python', 'sql', 'selenium', 'snowflake']",Remote,QA Automation Engineer,Jobgether
QA Automation Engineer,"['angular', 'c#', 'docker', 'docker compose', 'jest', 'jira', 'playwright']",Remote,QA Automation Engineer,act digital
QA Automation Engineer,"['java', 'pytest', 'python']",Remote,QA Automation Engineer,Ocient
QA Automation Engineer,"['cypress', 'git', 'github', 'github actions', 'jmeter', 'kanban', 'playwright', 'scrum', 'selenium']",Hybrid,QA Automation Engineer,Scorebuddy
QA Automation Engineer,"['github', 'github actions', 'jenkins', 'playwright', 'prompt engineering', 'sql', 'typescript']",Remote,QA Automation Engineer,Saransh Inc
QA Automation Engineer,"['automated qa testing', 'jmeter', 'javascript', 'jira', 'playwright', 'scrum']",On-site,QA Automation Engineer,Carman Solutions Group
QA Automation Engineer,"['playwright', 'scrum']",Remote,QA Automation Engineer,Sogeti
QA Automation Engineer,"['appium', 'javascript', 'typescript', 'usability testing']",On-site,QA Automation Engineer,Valuetainment
QA Automation Engineer,"['appium', 'azure devops', 'browserstack', 'git', 'github', 'github actions', 'jmeter', 'java', 'javascript', 'jenkins', 'playwright', 'postman', 'pytest', 'python', 'typescript']",On-site,QA Automation Engineer,TAT IT Technolgies
QA Automation Engineer,"['capacitor', 'confluence', 'docker', 'javascript', 'jira', 'kubernetes', 'playwright', 'puppeteer', 'react native', 'sql', 'testrail', 'typescript']",Remote,QA Automation Engineer,RxVantage
QA Automation Engineer,"['argocd', 'celery', 'cypress', 'django', 'docker', 'elasticsearch', 'jira', 'kubernetes', 'playwright', 'postgresql', 'pytest', 'python', 'redis', 'sql', 'selenium']",Hybrid,QA Automation Engineer,FIXR
QA Automation Engineer,"['github', 'github actions', 'java', 'jenkins']",Hybrid,QA Automation Engineer,Socium - Teams Done Differently
QA Automation Engineer,"['cypress', 'playwright', 'postman', 'sql']",On-site,QA Automation Engineer,Delen Private Bank
QA Automation Engineer,"['cypress', 'git', 'javascript', 'jira', 'selenium']",Remote,QA Automation Engineer,Push Operations
QA Manual-Tester,"['azure devops', 'jira', 'power bi', 'sql']",Remote,QA Manual-Tester,Kaizen Analytix
QA Manual-Tester,"['github', 'jest', 'jira', 'kanban', 'monday.com', 'postman', 'ruby', 'ruby on rails', 'selenium']",On-site,QA Manual-Tester,Vendo
QA Manual-Tester,"['c#', 'sql', 'vue.js']",Hybrid,QA Manual-Tester,VirtueTech Recruitment Group
QA Manual-Tester,"['cypress', 'jira', 'playwright', 'postman', 'sql', 'selenium', 'testrail']",Remote,QA Manual-Tester,Viercode
QA Manual-Tester,['jira'],On-site,QA Manual-Tester,JustPlay
QA Manual-Tester,"['browserstack', 'jira', 'postman', 'restful apis']",Remote,QA Manual-Tester,Upwork
QA Manual-Tester,"['cypress', 'jira', 'postman', 'sql', 'scrum', 'selenium', 'testrail']",Hybrid,QA Manual-Tester,KCS iT
Software Quality Assurance,"['appium', 'azure devops', 'cypress', 'jira', 'playwright', 'scrum', 'selenium']",On-site,Software Quality Assurance,AutoCount
Software Quality Assurance,"['c#', 'cryptography', 'github', 'github actions', 'jira', 'playwright']",Hybrid,Software Quality Assurance,Electi
Software Quality Assurance,"['ansible', 'bash', 'datadog', 'docker', 'grafana', 'incident response', 'kubernetes', 'load balancing', 'prometheus', 'python', 'terraform']",On-site,Software Quality Assurance,RIME Platform
Software Quality Assurance,['scrum'],On-site,Software Quality Assurance,Adree
Software Quality Assurance,"['appium', 'java', 'playwright', 'postman', 'selenium']",On-site,Software Quality Assurance,Aqary International Group
Software Quality Assurance,"['azure devops', 'cypress', 'git', 'github', 'github actions', 'jira', 'playwright', 'postman', 'sql', 'selenium']",Remote,Software Quality Assurance,azakaw
Software Quality Assurance,"['cypress', 'playwright', 'postman', 'selenium']",On-site,Software Quality Assurance,MODUS AE
Software Quality Assurance,"['jmeter', 'postgresql', 'postman', 'sql', 'scrum']",On-site,Software Quality Assurance,PT Pro Sigmaka Mandiri
Software Quality Assurance,['scrum'],On-site,Software Quality Assurance,Cottingham & Butler
Software Quality Assurance,['sql'],On-site,Software Quality Assurance,บริษัท แอดวานซ์ ได-คัสติ้ง อินดัสทรี จำกัด
Software Quality Assurance,['less'],On-site,Software Quality Assurance,Transec BPO
Software Quality Assurance,"['c#', 'c++', 'git', 'github', 'github actions', 'gitlab', 'pytest', 'python']",Hybrid,Software Quality Assurance,"Realtime Robotics, Inc."
Software Quality Assurance,"['cypress', 'git', 'jira', 'playwright', 'sql', 'selenium', 'testrail']",On-site,Software Quality Assurance,CloudCommerce.co
Software Quality Assurance,"['bash', 'c#', 'c++', 'deep learning', 'generative ai', 'keras', 'powershell', 'python']",On-site,Software Quality Assurance,NVIDIA AI
Software Quality Assurance,['git'],Hybrid,Software Quality Assurance,XTN Cognitive Security®
Software Quality Assurance,['devsecops'],Remote,Software Quality Assurance,cFocus Software Incorporated
Software Quality Assurance,"['c#', 'github', 'gitlab', 'javascript', 'jira', 'playwright', 'postman', 'puppeteer', 'soap']",On-site,Software Quality Assurance,RF-SMART
Software Quality Assurance,['informatica'],On-site,Software Quality Assurance,OVERTECH Consulting
Software Quality Assurance,"['c++', 'technical writing']",On-site,Software Quality Assurance,Accord Technologies Inc
Software Quality Assurance,"['appium', 'azure devops', 'c#', 'cypress', 'java', 'javascript', 'jira', 'kanban', 'playwright', 'postman', 'python', 'sql', 'scrum', 'selenium', 'uipath']",On-site,Software Quality Assurance,Practia Uruguay
Software Quality Assurance,"['jira', 'swift', 'testrail']",Hybrid,Software Quality Assurance,INDICE
Software Quality Assurance,"['agile methodology', 'appium', 'jenkins', 'playwright', 'sql', 'selenium', 'typescript']",On-site,Software Quality Assurance,Pixlr Online AI Photo Editor
Software Quality Assurance,"['foundation', 'git', 'scrum']",On-site,Software Quality Assurance,meteocontrol
Software Quality Assurance,"['confluence', 'jira', 'python']",Hybrid,Software Quality Assurance,Luxoft Poland
Software Quality Assurance,"['foundation', 'postman']",On-site,Software Quality Assurance,SoftwareSeni
Software Quality Assurance,"['azure devops', 'gitlab', 'jenkins', 'jira']",On-site,Software Quality Assurance,Nova Biomedical
Software Quality Assurance,"['c++', 'technical writing']",On-site,Software Quality Assurance,Accord Technologies Inc
Software Quality Assurance,"['appium', 'jira', 'selenium']",On-site,Software Quality Assurance,weavix
Software Quality Assurance,"['confluence', 'jira', 'sql', 'selenium']",On-site,Software Quality Assurance,Exceltic
Software Quality Assurance,"['azure devops', 'jira', 'scrum', 'testrail']",On-site,Software Quality Assurance,Instron
Software Quality Assurance,"['phoenix', 'sql', 'technical writing']",On-site,Software Quality Assurance,Focused HR Solutions
Software Quality Assurance,"['java', 'javascript', 'sql', 'scrum']",On-site,Software Quality Assurance,State Street
Software Quality Assurance,"['azure devops', 'kanban', 'scrum']",On-site,Software Quality Assurance,Xcel Engineering
Software Quality Assurance,"['statistical analysis', 'uipath']",On-site,Software Quality Assurance,Client Solution Architects
Software Quality Assurance,"['c++', 'confluence', 'foundation', 'java', 'jira', 'python', 'scrum']",On-site,Software Quality Assurance,Northrop Grumman
Software Quality Assurance,"['cross-browser compatibility', 'drupal', 'html5', 'javascript', 'jira', 'playwright', 'scrum', 'selenium', 'selenium webdriver']",On-site,Software Quality Assurance,Ampcus Inc
Software Quality Assurance,"['git', 'java', 'machine learning', 'scrum', 'selenium', 'selenium webdriver']",On-site,Software Quality Assurance,SYNERGEN Health
QA Analyst,"['postman', 'sql', 'scrum']",Remote,QA Analyst,Impiricus
QA Analyst,['scrum'],Hybrid,QA Analyst,Jagex: The RuneScape Company
QA Analyst,"['appium', 'github', 'github actions', 'gitlab', 'java', 'jenkins', 'jira', 'postman', 'sql', 'scrum']",Remote,QA Analyst,Zwift
QA Analyst,"['javascript', 'postman', 'python', 'scrum']",Hybrid,QA Analyst,Iwantic
QA Analyst,"['jira', 'postman']",Hybrid,QA Analyst,Pharmacy2U | Certified B Corp
QA Analyst,"['azure devops', 'jmeter', 'junit', 'jira', 'scrum', 'selenium']",Remote,QA Analyst,ClearlyAgile
QA Analyst,"['jira', 'testrail', 'unreal engine']",Hybrid,QA Analyst,CD PROJEKT RED
QA Analyst,"['c#', 'junit', 'java', 'jira', 'python', 'sql', 'selenium']",On-site,QA Analyst,"Neural Strategic Solutions, Inc."
QA Analyst,['foundation'],Remote,QA Analyst,ComboCurve
QA Analyst,"['foundation', 'technical writing']",On-site,QA Analyst,CLS - Complete Laboratory Solutions
QA Analyst,['postman'],Hybrid,QA Analyst,Capitole
QA Analyst,['sql'],Hybrid,QA Analyst,Monzo
QA Analyst,"['azure devops', 'cypress', 'jira', 'kanban', 'playwright', 'postman', 'sql', 'scrum', 'selenium']",Hybrid,QA Analyst,Eyecare Health
QA Analyst,"['jira', 'scrum']",On-site,QA Analyst,SCS Consulting
QA Analyst,"['circleci', 'cypress', 'github', 'github actions', 'jenkins', 'playwright', 'postman', 'prompt engineering', 'selenium', 'selenium webdriver']",Remote,QA Analyst,M3 USA
QA Analyst,"['data warehousing', 'datadog', 'django', 'github', 'new relic', 'postgresql', 'python', 'sql', 'scrum', 'terraform']",Remote,QA Analyst,Capital Rx
